area,baths,beds,parking,date,main_img,price,address,property_type,agent_name,company_name,logo,maps,check_date,auction_date,school_list,url,village_name,DOMAINSAYS,number,agent_low_price
400m²,2.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/KNXQTU5HfTC2uAF6VsftEr-FAvQ=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018366111_3_1_230220_094852-w1200-h800,"$510,000 - $530,000",53 Hayfield Avenue Blakeview SA 5114,House,Corey Voss,LJ Hooker Craigmore | Elizabeth | Salisbury,,"-34.676124,138.6998911",,,"[{""school_name"": ""Blakeview Primary School"", ""school_distance"": ""1.3 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/blakeview-primary-school-sa-5114-6866""}, {""school_name"": ""Craigmore High School"", ""school_distance"": ""1.7 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/craigmore-high-school-sa-5114-6809""}, {""school_name"": ""Blakes Crossing Christian College"", ""school_distance"": ""0.8 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/schools/blakes-crossing-christian-college-sa-5114-50711""}]",https://www.domain.com.au/53-hayfield-avenue-blakeview-sa-5114-2018366111,BLAKEVIEW,"53 Hayfield Avenue, Blakeview SA 5114 was last sold in 2020 and115 other 3 bedroom housein Blakeview have recently been sold. There are currently14 properties for salein Blakeview.",5114,500000
375m²,2.0,4.0,3.0,Organise an inspection,https://rimh2.domainstatic.com.au/UgUFVLxfaZafCz7atNreHF1xlWM=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018357314_1_1_230215_113331-w6720-h4480,"$549,000- $599,000",20 Norfolk Street Craigmore SA 5114,House,Greg Johnson,Ray White Craigmore ,,"-34.6942538,138.7192404",,,"[{""school_name"": ""Craigmore High School"", ""school_distance"": ""1.7 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/craigmore-high-school-sa-5114-6809""}, {""school_name"": ""Playford Primary School"", ""school_distance"": ""0.9 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/playford-public-school-sa-5114-7287""}, {""school_name"": ""Blakeview Primary School"", ""school_distance"": ""1.9 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/blakeview-primary-school-sa-5114-6866""}]",https://www.domain.com.au/20-norfolk-street-craigmore-sa-5114-2018357314,CRAIGMORE,"20 Norfolk Street, Craigmore SA 5114 was last sold in 2015 and48 other 4 bedroom housein Craigmore have recently been sold. There are currently9 properties for salein Craigmore.",5114,500000
600m²,1.0,3.0,6.0,Organise an inspection,https://rimh2.domainstatic.com.au/hs-WibjYDWSuYhNIQcABtqoYXyY=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018480210_1_1_230417_123149-w1200-h800,"$549,950",18 Plane Tree Drive Craigmore SA 5114,House,Corey Voss,LJ Hooker Craigmore | Elizabeth | Salisbury,,"-34.713361,138.7082612",,,"[{""school_name"": ""Craigmore South Primary School"", ""school_distance"": ""0.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/craigmore-south-primary-school-sa-5114-6896""}, {""school_name"": ""Playford International College"", ""school_distance"": ""4 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/playford-international-college-sa-5112-7043""}, {""school_name"": ""Hope Christian College"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/schools/hope-christian-college-sa-5114-6987""}]",https://www.domain.com.au/18-plane-tree-drive-craigmore-sa-5114-2018480210,CRAIGMORE,"First listed on 17 April, this house has been on Domain for 1 day (last updated on 17 April). It was last sold in 2017 and126 other 3 bedroom housein Craigmore have recently been sold. There are currently10 properties for salein Craigmore.",5114,500000
660m²,1.0,1.0,1.0,"Saturday, 9:30am",https://rimh2.domainstatic.com.au/w0ib1RBnOvba6MQq_ZgsC1egvHk=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018471044_1_1_230411_083524-w6720-h4480,Auction 29th April,5 Mintbush Place Craigmore SA 5114,House,Ross Whiston,Ray White Gawler,,"-34.6928554,138.7082808",,,"[{""school_name"": ""Craigmore High School"", ""school_distance"": ""0.7 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/craigmore-high-school-sa-5114-6809""}, {""school_name"": ""Blakeview Primary School"", ""school_distance"": ""0.9 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/blakeview-primary-school-sa-5114-6866""}, {""school_name"": ""Catherine McAuley School"", ""school_distance"": ""0.5 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/catherine-mcauley-school-sa-5114-6961""}]",https://www.domain.com.au/5-mintbush-place-craigmore-sa-5114-2018471044,CRAIGMORE,"First listed on 11 April, this house has been on Domain for 7 days. It was last sold in 2017 and48 other 4 bedroom housein Craigmore have recently been sold. There are currently9 properties for salein Craigmore.",5114,500000
225m²,2.0,3.0,2.0,"Sunday, 12:50pm",https://rimh2.domainstatic.com.au/f9ysmCF_e8A7Nx7rbMRPfI8_qWk=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018249887_1_1_221209_064629-w6720-h4480,"$539,000 - $589,000",65 Swinden Crescent Blakeview SA 5114,House,,Ray White Craigmore ,,"-34.6776819,138.70093","Sunday, 23 Apr ;12:50pm - 1:20pm",,"[{""school_name"": ""Blakeview Primary School"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/blakeview-primary-school-sa-5114-6866""}, {""school_name"": ""Craigmore High School"", ""school_distance"": ""1.5 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/craigmore-high-school-sa-5114-6809""}, {""school_name"": ""Blakes Crossing Christian College"", ""school_distance"": ""0.6 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/schools/blakes-crossing-christian-college-sa-5114-50711""}]",https://www.domain.com.au/65-swinden-crescent-blakeview-sa-5114-2018249887,BLAKEVIEW,"65 Swinden Crescent, Blakeview SA 5114 was last sold in 2010 and76 other 4 bedroom housein Blakeview have recently been sold. There are currently9 properties for salein Blakeview.",5114,500000
419m²,1.0,1.0,1.0,"Saturday, 10:20am",https://rimh2.domainstatic.com.au/giJRfsXginPwQwT97jtJqEfZsMY=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018483017_1_1_230418_021319-w6720-h4480,Contact Agent,5 Bright Court Andrews Farm SA 5114,House,Bailey Truscott,Ray White Gawler,,"-34.6780875,138.6575892",,,"[{""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""2.8 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}, {""school_name"": ""John Hartley School B-6"", ""school_distance"": ""1.5 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/john-hartley-school-sa-5114-7104""}, {""school_name"": ""Swallowcliffe School P-6"", ""school_distance"": ""2.2 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/swallowcliffe-junior-primary-school-sa-5113-7423""}]",https://www.domain.com.au/5-bright-court-andrews-farm-sa-5114-2018483017,ANDREWS FARM,"First listed on 18 April, this house has been on Domain for less than a day (last updated on 18 April). It was last sold in 2010 and9 other 5 bedroom housein Andrews Farm have recently been sold. There are currently1 properties for salein Andrews Farm.",5114,500000
,2.0,4.0,5.0,Organise an inspection,https://rimh2.domainstatic.com.au/Q4-nWRV_8oUGBq51PnIyHvzkWGk=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018453420_1_1_230331_123441-w1798-h1200,"$549,000 - $598,000",2 Angel Place Paralowie SA 5108,House,David Smith,Harcourts Sergeant,,"-34.7623979,138.6123956",,,"[{""school_name"": ""Paralowie School"", ""school_distance"": ""1.3 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/school-catchment/paralowie-school-sa-5108-7272""}, {""school_name"": ""Salisbury North Primary School"", ""school_distance"": ""2.3 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/salisbury-north-primary-school-sa-5108-7343""}, {""school_name"": ""Parafield Gardens High School"", ""school_distance"": ""2.7 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/parafield-gardens-high-school-sa-5107-6819""}]",https://www.domain.com.au/2-angel-place-paralowie-sa-5108-2018453420,PARALOWIE,"First listed on 31 March, this house has been on Domain for 18 days. It was last sold in 2000 and56 other 4 bedroom housein Paralowie have recently been sold. There are currently4 properties for salein Paralowie.",5108,500000
600m²,2.0,3.0,2.0,"Saturday, 10:00am",https://rimh2.domainstatic.com.au/czyDeq-m3Ixz8MkL27JQf52Th9k=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018472127_1_1_230412_021130-w3000-h2003,Auction Sat 29 Apr 9am,24 Lukin Avenue Paralowie SA 5108,House,Justin Irving,Ray White Salisbury,,"-34.7502029,138.6069828",,,"[{""school_name"": ""Paralowie School"", ""school_distance"": ""1.3 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/school-catchment/paralowie-school-sa-5108-7272""}, {""school_name"": ""Salisbury North Primary School"", ""school_distance"": ""2.6 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/salisbury-north-primary-school-sa-5108-7343""}, {""school_name"": ""Salisbury High School"", ""school_distance"": ""3.2 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/salisbury-high-school-sa-5108-6817""}]",https://www.domain.com.au/24-lukin-avenue-paralowie-sa-5108-2018472127,PARALOWIE,"First listed on 12 April, this house has been on Domain for 6 days. It was last sold in 2021 and4 other 5 bedroom housein Paralowie have recently been sold. There are currently2 properties for salein Paralowie.",5108,500000
320m²,1.0,3.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/xa7n48NIqtkVX6hrsxhXbi_-MS4=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2014810465_1_1_181127_112010-w800-h600,"$538,000",Lot 1 (12) Ponsford Crescent Parafield Gardens SA 5107,New House & Land,Mario. Iadarola,Sterling Homes ,,"-34.7968615,138.6133691",,,"[{""school_name"": ""Parafield Gardens High School"", ""school_distance"": ""1.3 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/parafield-gardens-high-school-sa-5107-6819""}, {""school_name"": ""Karrendi Primary School"", ""school_distance"": ""0.8 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/karrendi-primary-school-sa-5107-7117""}, {""school_name"": ""Parafield Gardens Primary School"", ""school_distance"": ""1.3 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/parafield-gardens-r7-school-sa-5107-7271""}]",https://www.domain.com.au/lot-1-12-ponsford-crescent-parafield-gardens-sa-5107-2018445200,PARAFIELD GARDENS,"First listed on 28 March, this house has been on Domain for 21 days (last updated on 28 March).136 other 3 bedroom housein Parafield Gardens have recently been sold. There are currently12 properties for salein Parafield Gardens.",5107,500000
580m²,1.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/ic4W_YFZg5nEeMbo-l20ZTFxFOU=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018418717_1_1_230315_031246-w1200-h801,"$519,000 - $549,000",8 Barrington Crescent Salisbury East SA 5109,House,Hayley Beckett,Professionals,,"-34.7937266,138.6523211",,,"[{""school_name"": ""Keller Road Primary School"", ""school_distance"": ""0.4 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/keller-road-primary-school-sa-5109-7120""}, {""school_name"": ""Para Hills High School"", ""school_distance"": ""0.6 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/para-hills-high-school-sa-5096-6818""}, {""school_name"": ""Salisbury North Primary School"", ""school_distance"": ""4.8 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/salisbury-north-primary-school-sa-5108-7343""}]",https://www.domain.com.au/8-barrington-crescent-salisbury-east-sa-5109-2018418717,SALISBURY EAST,"8 Barrington Crescent, Salisbury East SA 5109 was last sold in 1998 and104 other 3 bedroom housein Salisbury East have recently been sold. There are currently9 properties for salein Salisbury East.",5109,500000
488m²,2.0,3.0,4.0,Organise an inspection,https://rimh2.domainstatic.com.au/FtzrHCBU1oCVjG85OMXdnF13eWU=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018463866_1_1_230405_111238-w1621-h1081,"PRICE | $539,000 - $559,000",46 Jenkins Drive Salisbury Park SA 5109,House,Scott Newton,Harcourts Sergeant,,"-34.7568106,138.6636774",,,"[{""school_name"": ""Salisbury Park Primary School"", ""school_distance"": ""0.6 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/salisbury-park-primary-school-sa-5109-7345""}, {""school_name"": ""Salisbury High School"", ""school_distance"": ""2.1 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/salisbury-high-school-sa-5108-6817""}, {""school_name"": ""Indie School Salisbury Campus"", ""school_distance"": ""1.4 km"", ""school_types"": "",Private"", ""href"": ""https://www.domain.com.au/schools/indie-school-salisbury-campus-sa-5108-53121""}]",https://www.domain.com.au/46-jenkins-drive-salisbury-park-sa-5109-2018463866,SALISBURY PARK,"First listed on 6 April, this house has been on Domain for 12 days. It was last sold in 1993 and22 other 3 bedroom housein Salisbury Park have recently been sold. There are currently3 properties for salein Salisbury Park.",5109,500000
392m²,2.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/uoHz3du70-6tmZ7Se9wXWZFsgbs=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017957514_1_1_220726_032736-w2000-h1414,"$526,689",847 Horsnell Way Andrews Farm SA 5114,New House & Land,Jason Wear, Simonds Homes,,"-34.675368,138.6597809",,,"[{""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""2.4 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}, {""school_name"": ""John Hartley School B-6"", ""school_distance"": ""1.4 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/john-hartley-school-sa-5114-7104""}, {""school_name"": ""Swallowcliffe School P-6"", ""school_distance"": ""2.4 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/swallowcliffe-junior-primary-school-sa-5113-7423""}]",https://www.domain.com.au/847-horsnell-way-andrews-farm-sa-5114-2018078343,ANDREWS FARM,153 other 3 bedroom housein Andrews Farm have recently been sold. There are currently14 properties for salein Andrews Farm.,5114,500000
300m²,2.0,3.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/rTb9drOWab5u15yWdkMKMKo7LhM=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018456641_1_1_230403_025633-w1920-h1280,"$539,000 - $579,000",8 Wood Street Parafield Gardens SA 5107,House,Mike Lao,Edge Realty - RLA 256385,,"-34.7794067,138.6005916",,,"[{""school_name"": ""The Pines School"", ""school_distance"": ""1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/the-pines-primary-school-sa-5107-6849""}, {""school_name"": ""Parafield Gardens High School"", ""school_distance"": ""1.8 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/parafield-gardens-high-school-sa-5107-6819""}, {""school_name"": ""Garden College"", ""school_distance"": ""0.8 km"", ""school_types"": ""R-11"", ""href"": ""https://www.domain.com.au/schools/garden-college-sa-5107-51506""}]",https://www.domain.com.au/8-wood-street-parafield-gardens-sa-5107-2018456641,PARAFIELD GARDENS,"First listed on 3 April, this house has been on Domain for 15 days. It was last sold in 2021 and136 other 3 bedroom housein Parafield Gardens have recently been sold. There are currently12 properties for salein Parafield Gardens.",5107,500000
655m²,1.0,3.0,4.0,Organise an inspection,https://rimh2.domainstatic.com.au/9SRUP3pgAWh4wKH39KJWceKMpEw=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018465868_1_1_230406_054702-w1200-h900,"$540,000 - $580,000",26 Lantana Drive Parafield Gardens SA 5107,House,,Eclipse Real Estate,,"-34.7878749,138.6077544",,,"[{""school_name"": ""Parafield Gardens Primary School"", ""school_distance"": ""0.8 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/parafield-gardens-r7-school-sa-5107-7271""}, {""school_name"": ""Parafield Gardens High School"", ""school_distance"": ""1 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/parafield-gardens-high-school-sa-5107-6819""}, {""school_name"": ""Garden College"", ""school_distance"": ""0.6 km"", ""school_types"": ""R-11"", ""href"": ""https://www.domain.com.au/schools/garden-college-sa-5107-51506""}]",https://www.domain.com.au/26-lantana-drive-parafield-gardens-sa-5107-2018465868,PARAFIELD GARDENS,"First listed on 6 April, this house has been on Domain for 12 days (last updated on 6 April). It was last sold in 1995 and136 other 3 bedroom housein Parafield Gardens have recently been sold. There are currently12 properties for salein Parafield Gardens.",5107,500000
656m²,2.0,4.0,2.0,"Saturday, 1:55pm",https://rimh2.domainstatic.com.au/DX-xUY5Ut0dvvf0t9AdzOpJcTJs=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018441244_1_1_230324_074227-w1024-h683,"$530,000 - $550,000",18 McKinlay Avenue Gawler East SA 5118,House,Anthony Fonovic,Tim Morris Real Estate ,,"-34.606213,138.7541918","Saturday, 22 Apr ;1:55pm - 2:25pm",,"[{""school_name"": ""Gawler East Primary School"", ""school_distance"": ""1.1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-east-primary-school-sa-5118-6841""}, {""school_name"": ""Gawler and District College B-12"", ""school_distance"": ""2.2 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-and-district-college-b12-sa-5116-7047""}, {""school_name"": ""Immanuel Lutheran School"", ""school_distance"": ""1.1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/immanuel-lutheran-school-sa-5118-7095""}]",https://www.domain.com.au/18-mckinlay-avenue-gawler-east-sa-5118-2018441244,GAWLER EAST,"First listed on 24 March, this house has been on Domain for 25 days. It was last sold in 2022 and54 other 3 bedroom housein Gawler East have recently been sold. There are currently9 properties for salein Gawler East.",5118,500000
682m²,2.0,4.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/_4HbQCQPqFpotoTaHHmwuuUMY_I=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018460251_1_1_230404_064527-w1798-h1200,"$540,000 - $590,000",6 Explorer Parade Hewett SA 5118,House,Nicky Barker,Barker Real Estate RLA 277146,,"-34.5800132,138.7489928",,,"[{""school_name"": ""Hewett Primary School"", ""school_distance"": ""0.5 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/hewett-public-school-sa-5118-6821""}, {""school_name"": ""Gawler and District College B-12"", ""school_distance"": ""4.5 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-and-district-college-b12-sa-5116-7047""}, {""school_name"": ""Xavier College"", ""school_distance"": ""1.4 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/schools/xavier-college-sa-5118-11563""}]",https://www.domain.com.au/6-explorer-parade-hewett-sa-5118-2018460251,HEWETT,"First listed on 4 April, this house has been on Domain for 14 days. It was last sold in 2017 and4 other 3 bedroom housein Hewett have recently been sold. There are currently1 properties for salein Hewett.",5118,500000
510m²,2.0,4.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/_VFRcM1WZZi6KFsh3OB6Y-GsZXY=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017920202_1_1_220707_024841-w800-h600,"$532,000",74 Hindmarsh Rd Angle Vale SA 5117,New House & Land,Mark Elwin,Sterling Homes ,,"-34.6407591,138.646781",,,"[{""school_name"": ""Angle Vale Primary School"", ""school_distance"": ""0.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/angle-vale-primary-school-sa-5117-6834""}, {""school_name"": ""Riverbanks College B-12"", ""school_distance"": ""1.6 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/riverbanks-college-b-12-sa-5117-53034""}, {""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""4.3 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}]",https://www.domain.com.au/74-hindmarsh-rd-angle-vale-sa-5117-2018439591,ANGLE VALE,"First listed on 24 March, this house has been on Domain for 25 days.43 other 4 bedroom housein Angle Vale have recently been sold. There are currently19 properties for salein Angle Vale.",5117,500000
525m²,2.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/de1eLVN0Dfj5kRaFO1QqUQWX49c=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2014805110_1_1_181123_081024-w800-h600,"$525,000",117 Botany Drive Angle Vale SA 5117,New House & Land,Mark Elwin,Sterling Homes ,,"-34.6321062,138.6467269",,,"[{""school_name"": ""Angle Vale Primary School"", ""school_distance"": ""1.2 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/angle-vale-primary-school-sa-5117-6834""}, {""school_name"": ""Riverbanks College B-12"", ""school_distance"": ""1.5 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/riverbanks-college-b-12-sa-5117-53034""}, {""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""5 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}]",https://www.domain.com.au/117-botany-drive-angle-vale-sa-5117-2018439654,ANGLE VALE,"First listed on 24 March, this house has been on Domain for 25 days.12 other 3 bedroom housein Angle Vale have recently been sold. There are currently4 properties for salein Angle Vale.",5117,500000
348m²,2.0,4.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/H2haAJDlJcC4a5vQpSYrsmLCtQs=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2014919811_1_1_190201_115026-w800-h600,"$548,000",348 Baker St Angle Vale SA 5117,New House & Land,Mark Elwin,Sterling Homes ,,"-34.6407591,138.646781",,,"[{""school_name"": ""Angle Vale Primary School"", ""school_distance"": ""0.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/angle-vale-primary-school-sa-5117-6834""}, {""school_name"": ""Riverbanks College B-12"", ""school_distance"": ""1.6 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/riverbanks-college-b-12-sa-5117-53034""}, {""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""4.3 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}]",https://www.domain.com.au/348-baker-st-angle-vale-sa-5117-2018439671,ANGLE VALE,"First listed on 24 March, this house has been on Domain for 25 days (last updated on 24 March).43 other 4 bedroom housein Angle Vale have recently been sold. There are currently19 properties for salein Angle Vale.",5117,500000
375m²,2.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/r6vogKCnUD86DbeaSOGesuerRlI=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018258577_1_1_221216_032339-w2000-h1413,"From $533,961",124/ New Road Angle Vale SA 5117,Vacant land,Matt Sergeant,Harcourts Sergeant,,"-34.6416029,138.6539268",,,"[{""school_name"": ""Angle Vale Primary School"", ""school_distance"": ""0.6 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/angle-vale-primary-school-sa-5117-6834""}, {""school_name"": ""Riverbanks College B-12"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/riverbanks-college-b-12-sa-5117-53034""}, {""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""3.8 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}]",https://www.domain.com.au/124-new-road-angle-vale-sa-5117-2018258577,ANGLE VALE,,5117,500000
497m²,2.0,4.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/pEk7E14UBw1DqDb6QqzuxcwHMTA=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2014826385_1_1_181206_021535-w800-h600,"$524,000",101 Riverview Drive Angle Vale SA 5117,New House & Land,Mark Elwin,Sterling Homes ,,"-34.6322263,138.6431576",,,"[{""school_name"": ""Angle Vale Primary School"", ""school_distance"": ""1.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/angle-vale-primary-school-sa-5117-6834""}, {""school_name"": ""Riverbanks College B-12"", ""school_distance"": ""1.9 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/riverbanks-college-b-12-sa-5117-53034""}, {""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""5.2 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}]",https://www.domain.com.au/101-riverview-drive-angle-vale-sa-5117-2018439613,ANGLE VALE,"First listed on 24 March, this house has been on Domain for 25 days.12 other 3 bedroom housein Angle Vale have recently been sold. There are currently4 properties for salein Angle Vale.",5117,500000
375m²,2.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/fGFb7eK2luNgg_e3iaz-XMvkOW0=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017532643_1_1_220118_010432-w2000-h1413,"From $529,114",122/ New Road Angle Vale SA 5117,Vacant land,Matt Sergeant,Harcourts Sergeant,,"-34.6416029,138.6539268",,,"[{""school_name"": ""Angle Vale Primary School"", ""school_distance"": ""0.6 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/angle-vale-primary-school-sa-5117-6834""}, {""school_name"": ""Riverbanks College B-12"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/riverbanks-college-b-12-sa-5117-53034""}, {""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""3.8 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}]",https://www.domain.com.au/122-new-road-angle-vale-sa-5117-2018258680,ANGLE VALE,,5117,500000
